# of SR,DESCRIPTION,DATETIMEINIT,DATETIMECLOSED,STATUS,PROBADDRESS,SRX,SRY
3693 ,Pothole repair, 01/04/2011, 01/06/2011,CLOSED,1400 WESTERN AVE,"1,000,536.00","1,250,786.00"
3694 ,Signal not cycling properly, 01/04/2011, 01/04/2011,CLOSED,E University Ave & N Fourth St,"1,012,150.60","1,256,309.30"
3695 ,Miscellaneous sewer call, 01/04/2011, 01/04/2011,CLOSED,E Springfield Ave & S Neil St,"1,009,380.60","1,254,929.50"
3696 ,Slick street, 01/04/2011, 01/04/2011,CLOSED,712 ASHTON LN N,"1,006,646.00","1,247,134.00"
3697 ,Traffic signal that has lost power or is flashing, 01/04/2011, 01/06/2011,CLOSED,N PROSPECT AVE,"1,005,568.00","1,234,098.00"
3698 ,"Barricade setup spec. event - fire, accident, etc.", 01/04/2011, 01/04/2011,CLOSED,N MATTIS AVE / HEDGE RD,"999,976.00","1,262,748.00"
3699 ,Pothole repair, 01/04/2011, 01/05/2011,CLOSED,W GREEN ST / S RANDOLPH ST,"1,008,925.00","1,254,052.00"
3700 ,Clean inlet, 01/04/2011, 01/06/2011,CLOSED,600 S ELM ST,"1,007,560.00","1,254,031.00"
3701 ,Sewer backup, 01/05/2011, 01/18/2011,CLOSED,603 W COLUMBIA AVE,"1,006,917.00","1,257,971.00"
3702 ,Pothole repair, 01/05/2011, 01/06/2011,CLOSED,E BRADLEY AVE / N FOURTH ST,"1,012,076.00","1,260,286.00"
3703 ,Pothole repair, 01/05/2011, 01/06/2011,CLOSED,3500 W BRADLEY AVE,"992,628.00","1,260,444.00"
3704 ,Plumbing repair, 01/05/2011, 02/11/2011,CLOSED,82 E UNIVERSITY AVE,"1,001,439.00","1,248,140.00"
3705 ,Plumbing repair, 01/05/2011, 07/06/2011,CLOSED,82 E UNIVERSITY AVE,"1,010,563.00","1,256,413.00"
3706 ,Signal not cycling properly, 01/05/2011, 01/06/2011,CLOSED,N FOURTH ST / E UNIVERSITY AVE,"1,012,151.00","1,256,309.00"
3707 ,Sewer backup, 01/05/2011, 01/11/2011,CLOSED,603 W COLUMBIA AVE,"1,006,917.00","1,257,971.00"
3708 ,Repair of sod damaged by snow plow, 01/05/2011, 01/20/2011,CLOSED,1119 WESTFIELD DR,"996,358.00","1,251,382.00"
3709 ,Pick up miscellaneous debris, 01/05/2011, 01/11/2011,CLOSED,0050 E WASHINGTON ST,"1,010,147.00","1,257,624.00"
3710 ,Pothole repair, 01/05/2011, 01/06/2011,CLOSED,S MATTIS AVE / W WINDSOR RD,"1,000,201.00","1,244,407.00"
3711 ,Snow & Ice mailbox repair, 01/05/2011, 01/20/2011,CLOSED,2803 WEDGEWOOD DR,"995,780.00","1,242,004.00"
3712 ,Sinkhole repair, 01/05/2011, 03/09/2011,CLOSED,1614 W CLARK ST,"995,673.00","1,242,001.00"
3713 ,Tree branch on ROW needs to picked up, 01/05/2011, 05/12/2011,CLOSED,1404 N CHAMPAIGN ST,"1,010,371.00","1,261,214.00"
3714 ,Request to repair a streetlight, 01/05/2011, 01/06/2011,CLOSED,W MARKETVIEW DR / MORELAND BLVD,"1,007,326.00","1,263,922.00"
3715 ,Pick up dead animal(s), 01/05/2011, 01/11/2011,CLOSED,S DRAPER AVE / W GREEN ST,"1,001,910.00","1,254,082.00"
3716 ,Pick up furniture, 01/05/2011, 01/11/2011,CLOSED,W MAPLE ST / N PROSPECT AVE,"1,005,337.00","1,258,796.00"
3717 ,All other traffic service requests, 01/05/2011, 02/07/2011,CLOSED,CHESTER ST / S CHESTNUT ST,"1,010,055.00","1,256,294.00"
3718 ,Snow & Ice mailbox repair, 01/05/2011, 02/16/2011,CLOSED,1310 WEATHERVANE DR,"1,002,216.00","1,247,599.00"
3719 ,Repair of sod damaged by snow plow, 01/05/2011, 04/15/2011,CLOSED,1310 WEATHERVANE DR,"1,002,216.00","1,247,599.00"
3720 ,Clean inlet, 01/05/2011, 01/11/2011,CLOSED,105 N MARKET ST,"1,009,827.00","1,256,405.00"
3721 ,Curb repair needed, 01/05/2011, 01/28/2013,CLOSED,500 S RIDGEWAY AVE,"1,004,408.00","1,254,600.00"
3722 ,Sewer backup, 01/06/2011, 01/11/2011,CLOSED,1909 CYNTHIA DR,"1,000,526.00","1,263,716.00"
3723 ,Sewer backup, 01/06/2011, 01/11/2011,CLOSED,1807 MELINDA AVE,"1,002,177.00","1,263,275.00"
3724 ,Plumbing repair, 01/06/2011, 01/11/2011,CLOSED,2315 W JOHN ST,"997,719.00","1,253,607.00"
3725 ,Lights out in/on City properties, 01/06/2011, 02/11/2011,CLOSED,102 N NEIL ST,"1,009,517.00","1,256,347.00"
3726 ,Sewer backup, 01/06/2011, 01/11/2011,CLOSED,1001 W CHURCH ST,"1,004,679.00","1,256,902.00"
3727 ,Request for us to pickup a sign, 01/06/2011, 01/19/2011,CLOSED,2403 W WILLIAM ST,"997,461.00","1,252,566.00"
3728 ,Repair of sod damaged by snow plow, 01/06/2011, 04/15/2011,CLOSED,2806 CHERRY CREEK RD,"996,282.00","1,242,339.00"
3729 ,Place/fix delineator, 01/06/2011, 07/13/2011,CLOSED,2806 Cherry Creek Rd,"996,294.82","1,242,152.33"
3730 ,Sewer backup, 01/06/2011, 01/13/2011,CLOSED,806 W COLUMBIA AVE,"1,005,997.00","1,258,150.00"
3731 ,Sewer backup, 01/07/2011, 01/11/2011,CLOSED,1113 W COLUMBIA AVE,"1,003,580.00","1,258,069.00"
3732 ,Pick up abandoned bicycle(s), 01/07/2011, 01/11/2011,CLOSED,900 CRESCENT DR,"998,820.00","1,252,959.00"
3733 ,Slick street, 01/07/2011, 01/07/2011,CLOSED,CRESCENT DR / W WILLIAM ST,"998,804.00","1,252,575.00"
3734 ,Slick street, 01/07/2011, 01/07/2011,CLOSED,W WINDSOR RD / S PROSPECT AVE,"1,005,473.00","1,244,375.00"
3735 ,Clean inlet, 01/07/2011, 01/11/2011,CLOSED,N FAIR ST / W WHITE ST,"1,001,282.00","1,255,661.00"
3736 ,Slick street, 01/07/2011, 01/07/2011,CLOSED,TOALSON LN / INTERSTATE DR,"1,006,914.00","1,268,243.00"
3737 ,Plumbing repair, 01/07/2011, 02/11/2011,CLOSED,82 E UNIVERSITY AVE,"1,010,563.00","1,256,413.00"
3738 ,Pick up dead animal(s), 01/08/2011, 01/13/2011,CLOSED,1000 S NEIL ST,"1,009,075.00","1,249,646.00"
3739 ,Sewer odor, 01/10/2011, 01/13/2011,CLOSED,208 E HILL ST,"1,011,430.00","1,257,445.00"
3740 ,Signal not cycling properly, 01/10/2011, 04/15/2011,CLOSED,S NEIL ST / E SPRINGFIELD AVE,"1,009,381.00","1,254,930.00"
3741 ,"Installation of shelves, pictures, plaques, etc.", 01/10/2011, 02/11/2011,CLOSED,102 N NEIL ST,"1,009,517.00","1,256,347.00"
3742 ,Pick up abandoned bicycle(s), 01/10/2011, 01/13/2011,CLOSED,82 E UNIVERSITY AVE,"1,010,563.00","1,256,413.00"
3743 ,Signal not cycling properly, 01/10/2011, 02/08/2011,CLOSED,W BRADLEY AVE / CLAYTON BLVD,"997,247.00","1,260,366.00"
3744 ,Signal not cycling properly, 01/10/2011, 03/14/2011,CLOSED,GLENN PARK DR / N MATTIS AVE,"1,000,035.00","1,257,503.00"
3745 ,Misc. request/problem involving City facilities, 01/10/2011, 07/06/2011,CLOSED,82 E UNIVERSITY AVE,"1,010,563.00","1,256,413.00"
3746 ,Traffic signal that has lost power or is flashing, 01/10/2011, 01/19/2011,CLOSED,BAYTOWNE DR / N PROSPECT AVE,"1,005,341.00","1,265,192.00"
3747 ,Sewer backup, 01/11/2011, 01/11/2011,CLOSED,3304 BRENTWOOD DR,"993,447.00","1,252,910.00"
3748 ,Pick up dead animal(s), 01/11/2011, 01/18/2011,CLOSED,N MATTIS AVE / INTERSTATE DR,"1,000,007.00","1,268,080.00"
3749 ,Sewer backup, 01/11/2011, 01/18/2011,CLOSED,805 N STATE ST,"1,008,372.00","1,258,738.00"
3750 ,Signal not cycling properly, 01/11/2011, 04/15/2011,CLOSED,N MATTIS AVE / W OLYMPIAN DR,"999,968.00","1,271,366.00"
3751 ,Request to repair a streetlight, 01/11/2011, 01/19/2011,CLOSED,W CHURCH ST / N JAMES ST,"1,003,351.00","1,257,015.00"
3752 ,Sewer backup, 01/11/2011, 01/18/2011,CLOSED,306 KELLY CT,"1,002,513.00","1,255,390.00"
3753 ,Repair of sod damaged by snow plow, 01/11/2011, 03/30/2011,CLOSED,1903 STRATFORD DR,"995,649.00","1,247,802.00"
3754 ,Snow & Ice mailbox repair, 01/11/2011, 04/18/2011,CLOSED,2805 WOODRIDGE RD,"1,001,826.00","1,246,450.00"
3755 ,Snow & Ice mailbox repair, 01/12/2011, 04/18/2011,CLOSED,1303 WEATHERVANE DR,"1,002,686.00","1,247,448.00"
3756 ,Signal not cycling properly, 01/12/2011, 01/20/2011,CLOSED,N COUNTRY FAIR DR / W BRADLEY AVE,"999,118.00","1,260,346.00"
3757 ,Snow & Ice mailbox repair, 01/12/2011, 04/18/2011,CLOSED,2301 SUMAC CT N,"999,721.00","1,245,276.00"
3758 ,Slick street, 01/12/2011, 01/12/2011,CLOSED,N MATTIS AVE / W WINDSOR RD,"1,000,201.00","1,244,407.00"
3759 ,Slick street, 01/12/2011, 01/12/2011,CLOSED,INTERSTATE DR / RESEARCH RD,"1,000,557.00","1,268,091.00"
3760 ,Snow & Ice mailbox repair, 01/12/2011, 04/18/2011,CLOSED,2507 JORDAN DR,"1,010,712.00","1,255,587.00"
3761 ,Misc. request/problem involving City facilities, 01/12/2011, 02/11/2011,CLOSED,82 E UNIVERSITY AVE,"1,010,563.00","1,256,413.00"
3762 ,Sewer backup, 01/12/2011, 01/18/2011,CLOSED,1210 S DUNCAN RD,"994,974.00","1,251,317.00"
3763 ,Request to repair or replace a stop sign, 01/12/2011, 02/28/2011,CLOSED,4200 W CURTIS RD,"989,519.00","1,239,266.00"
3764 ,Place/fix delineator, 01/12/2011, 07/13/2011,CLOSED,W CURTIS RD / WYNSTONE DR,"997,664.00","1,239,153.00"
3765 ,Heating/air conditioning complaints, 01/13/2011, 02/11/2011,CLOSED,102 N NEIL ST,"1,009,517.00","1,256,347.00"
3766 ,Electrical repair, 01/13/2011, 02/11/2011,CLOSED,307 S RANDOLPH ST,"1,008,710.00","1,255,504.00"
3767 ,Snow & Ice mailbox repair, 01/13/2011, 02/16/2011,CLOSED,2315 BRANCH RD,"997,906.00","1,245,510.00"
3768 ,Repair of sod damaged by snow plow, 01/13/2011, 03/01/2011,CLOSED,3115 VALERIE DR,"994,091.00","1,261,018.00"
3769 ,Miscellaneous sewer call, 01/13/2011, 01/14/2011,CLOSED,HAGAN ST / W KENYON RD,"1,006,287.00","1,262,875.00"
3770 ,Pothole repair, 01/13/2011, 01/20/2011,CLOSED,2110 GALEN DR,"1,004,115.00","1,246,287.00"
3771 ,Snow & Ice mailbox repair, 01/14/2011, 02/16/2011,CLOSED,2905 WEDGEWOOD DR,"995,222.00","1,241,925.00"
3772 ,Request to repair or replace a generic street sign, 01/14/2011, 02/15/2011,CLOSED,N FIRST ST / E UNIVERSITY AVE,"1,010,705.00","1,256,301.00"
3773 ,Plow request, 01/14/2011, 01/14/2011,CLOSED,ROBESON PARK DR / SCOTTSDALE DR,"997,326.00","1,246,457.00"
3774 ,Plow request, 01/14/2011, 01/14/2011,CLOSED,1716 LAKESIDE DR,"1,001,438.00","1,248,705.00"
3775 ,Pothole repair, 01/14/2011, 01/20/2011,CLOSED,1300 BROADMOOR DR,"1,001,994.00","1,248,063.00"
3776 ,Snow & Ice mailbox repair, 01/14/2011, 02/16/2011,CLOSED,2315 BLANCHE LN,"986,326.00","1,245,404.00"
3777 ,Pothole repair, 01/14/2011, 01/20/2011,CLOSED,S MATTIS AVE / SUMAC DR,"1,000,195.00","1,245,076.00"
3778 ,Pothole repair, 01/14/2011, 01/20/2011,CLOSED,MAYFAIR RD / W KIRBY AVE,"1,002,269.00","1,249,692.00"
3779 ,Sewer backup, 01/14/2011, 01/18/2011,CLOSED,2505 HATHAWAY DR,"996,750.00","1,248,893.00"
3780 ,Plow request, 01/14/2011, 01/14/2011,CLOSED,BOULDER RIDGE DR / PEPPERMILL LN,"1,001,902.00","1,248,705.00"
3781 ,Sewer backup, 01/14/2011, 01/18/2011,CLOSED,2011 GREENDALE DR,"999,050.00","1,250,768.00"
3782 ,Pothole repair, 01/14/2011, 01/20/2011,CLOSED,N STALEY RD / W BRADLEY AVE,"989,646.00","1,244,466.00"
3783 ,Misc. request/problem involving City facilities, 01/14/2011, 02/11/2011,CLOSED,82 E UNIVERSITY AVE,"1,010,563.00","1,256,413.00"
3784 ,Pick up dead animal(s), 01/14/2011, 01/18/2011,CLOSED,510 S PROSPECT AVE,"1,005,467.00","1,254,264.00"
3785 ,Pothole repair, 01/14/2011, 01/20/2011,CLOSED,N MCKINLEY AVE / W WASHINGTON ST,"1,004,021.00","1,257,718.00"
3786 ,Pothole repair, 01/14/2011, 01/20/2011,CLOSED,W GREEN ST / S RUSSELL ST,"1,002,737.00","1,254,071.00"
3787 ,Sewer backup, 01/18/2011, 01/18/2011,CLOSED,603 W COLUMBIA AVE,"1,006,917.00","1,257,971.00"
3788 ,Sewer backup, 01/18/2011, 01/19/2011,CLOSED,1906 CRESCENT DR,"999,036.00","1,247,603.00"
3789 ,Pick up abandoned bicycle(s), 01/18/2011, 01/19/2011,CLOSED,W BLOOMINGTON RD / JOANNE LN,"1,001,429.00","1,264,162.00"
3790 ,Pothole repair, 01/18/2011, 01/20/2011,CLOSED,500 S PROSPECT AVE,"1,005,395.00","1,254,941.00"
3791 ,Pothole repair, 01/18/2011, 02/06/2011,CLOSED,FRANCIS DR / N PROSPECT AVE,"1,005,320.00","1,261,616.00"
3792 ,Pothole repair, 01/18/2011, 02/10/2011,CLOSED,CHESTER ST / S WATER ST,"1,010,470.00","1,256,111.00"
3793 ,Miscellaneous sewer call, 01/18/2011, 03/04/2011,CLOSED,2420 SHERIDAN DR,"997,289.00","1,252,330.00"
3794 ,Pothole repair, 01/18/2011, 01/20/2011,CLOSED,SCOTTSDALE DR / SOUTHMOOR DR,"997,413.00","1,247,229.00"
3795 ,Sewer backup, 01/18/2011, 01/19/2011,CLOSED,607 BONNYMEADE DR,"992,411.00","1,254,167.00"
3796 ,Misc. request/problem involving City facilities, 01/18/2011, 02/11/2011,CLOSED,102 N NEIL ST,"1,009,517.00","1,256,347.00"
3797 ,Pothole repair, 01/18/2011, 01/20/2011,CLOSED,500 N FOURTH ST,"1,012,113.00","1,257,657.00"
3798 ,Request to repair or replace a parking sign, 01/18/2011, 01/28/2011,CLOSED,1816 MELANIE LN,"1,002,588.00","1,263,169.00"
3799 ,Pothole repair, 01/18/2011, 01/20/2011,CLOSED,0050 W GREEN ST,"1,010,295.00","1,254,089.00"
3800 ,Pothole repair, 01/18/2011, 01/20/2011,CLOSED,300 N GARFIELD AVE,"1,002,211.00","1,257,049.00"
3801 ,Sewer backup, 01/18/2011, 01/18/2011,CLOSED,1506 W WILLIAM ST,"1,001,923.00","1,253,186.00"
3802 ,Pick up dead animal(s), 01/18/2011, 01/18/2011,CLOSED,3000 N MATTIS AVE,"1,000,013.00","1,268,955.00"
3803 ,Pick up dead animal(s), 01/18/2011, 01/18/2011,CLOSED,DEVONSHIRE DR / LAKESIDE DR,"1,001,113.00","1,247,008.00"
3804 ,Pothole repair, 01/18/2011, 01/20/2011,CLOSED,GALEN DR / S PROSPECT AVE,"1,005,491.00","1,242,363.00"
3805 ,Pothole repair, 01/18/2011, 01/20/2011,CLOSED,1806 SCOTTSDALE DR,"997,037.00","1,248,522.00"
3806 ,Signal not cycling properly, 01/18/2011, 04/11/2011,CLOSED,W UNIVERSITY AVE / N RANDOLPH ST,"1,008,909.00","1,256,286.00"
3807 ,Sewer backup, 01/18/2011, 01/18/2011,CLOSED,3214 BRENTWOOD DR,"993,834.00","1,252,900.00"
3808 ,Slick street, 01/18/2011, 01/18/2011,CLOSED,N MARKET ST / W OLYMPIAN DR,"1,010,541.00","1,270,931.00"
3809 ,Slick street, 01/18/2011, 01/18/2011,CLOSED,1300 S MATTIS AVE,"1,000,153.00","1,251,183.00"
3810 ,Slick street, 01/18/2011, 01/18/2011,CLOSED,W BRADLEY AVE / S STATE ST,"1,008,427.00","1,260,255.00"
3811 ,Pothole repair, 01/19/2011, 01/20/2011,CLOSED,1600 DEVONSHIRE DR,"1,001,480.00","1,246,875.00"
3812 ,Slick street, 01/19/2011, 01/19/2011,CLOSED,0550 W WINDSOR RD,"1,007,252.00","1,244,381.00"
3813 ,Manhole cover missing, 01/19/2011, 04/07/2011,CLOSED,N CHESTNUT ST / ROPER ST,"1,011,655.00","1,261,391.00"
3814 ,Pothole repair, 01/19/2011, 02/06/2011,CLOSED,1300 W WINDSOR RD,"1,005,473.00","1,244,375.00"
3815 ,Miscellaneous sewer call, 01/19/2011, 01/20/2011,CLOSED,W CLARK ST / S STATE ST,"1,008,450.00","1,255,929.00"
3816 ,Slick street, 01/19/2011, 01/19/2011,CLOSED,W UNIVERSITY AVE / S STATE ST,"1,008,450.00","1,256,268.00"
3817 ,Misc. request/problem involving City facilities, 01/19/2011, 02/11/2011,CLOSED,102 N NEIL ST,"1,009,517.00","1,256,347.00"
3818 ,Pick up dead animal(s), 01/20/2011, 01/20/2011,CLOSED,900 S OAK ST,"1,009,921.00","1,253,223.00"
3819 ,Signal not cycling properly, 01/20/2011, 01/25/2011,CLOSED,S FIRST ST / E WINDSOR RD,"1,010,822.00","1,244,284.00"
3820 ,Signal not cycling properly, 01/20/2011, 01/25/2011,CLOSED,W KIRBY AVE / S PROSPECT AVE,"1,005,426.00","1,249,673.00"
3821 ,Pothole repair, 01/20/2011, 02/06/2011,CLOSED,W WINDSOR RD / S PROSPECT AVE,"1,005,473.00","1,244,375.00"
3822 ,Snow & Ice mailbox repair, 01/20/2011, 04/18/2011,CLOSED,2501 W CURTIS RD,"997,141.00","1,239,008.00"
3823 ,Snow & Ice mailbox repair, 01/20/2011, 04/18/2011,CLOSED,1113 KENWOOD RD,"997,437.00","1,251,552.00"
3824 ,Snow & Ice mailbox repair, 01/20/2011, 04/18/2011,CLOSED,1807 SAVANNA DR,"985,696.00","1,248,092.00"
3825 ,Signal not cycling properly, 01/20/2011, 01/25/2011,CLOSED,N MATTIS AVE / W CHURCH ST,"1,000,038.00","1,257,055.00"
3826 ,Signal not cycling properly, 01/20/2011, 03/14/2011,CLOSED,N MATTIS AVE / GLENN PARK DR,"1,000,035.00","1,257,503.00"
3827 ,Snow & Ice mailbox repair, 01/20/2011, 04/18/2011,CLOSED,1912 SCOTTSDALE DR,"997,516.00","1,247,452.00"
3828 ,Misc. request/problem involving City facilities, 01/20/2011, 02/11/2011,CLOSED,102 N NEIL ST,"1,009,517.00","1,256,347.00"
3829 ,Snow & Ice mailbox repair, 01/20/2011, 04/18/2011,CLOSED,3310 WOODSPRING LN,"993,012.00","1,244,327.00"
3830 ,Sewer backup, 01/20/2011, 01/20/2011,CLOSED,123 W CHURCH ST,"1,009,254.00","1,256,987.00"
3831 ,Snow & Ice mailbox repair, 01/21/2011, 04/18/2011,CLOSED,2503 W CURTIS RD,"997,001.00","1,239,005.00"
3832 ,Snow & Ice mailbox repair, 01/21/2011, 02/16/2011,CLOSED,2303 SOUTHWOOD DR,"997,629.00","1,248,720.00"
3833 ,Heating/air conditioning complaints, 01/21/2011, 02/11/2011,CLOSED,102 N NEIL ST,"1,009,517.00","1,256,347.00"
3834 ,Pothole repair, 01/21/2011, 02/06/2011,CLOSED,MARKET ST / E WASHINGTON ST,"1,010,270.00","1,257,607.00"
3835 ,Plow request, 01/21/2011, 01/21/2011,CLOSED,RAYBURN CT,"989,650.00","1,261,613.00"
3836 ,Snow & Ice mailbox repair, 01/21/2011, 04/18/2011,CLOSED,1606 W CHARLES ST,"1,001,057.00","1,252,577.00"
3837 ,Slick street, 01/21/2011, 01/21/2011,CLOSED,S MATTIS AVE / STONEGATE DR,"1,000,122.00","1,251,998.00"
3838 ,Snow & Ice mailbox repair, 01/21/2011, 02/16/2011,CLOSED,2606 WOODRIDGE RD,"996,907.00","1,242,947.00"
3839 ,Miscellaneous sewer call, 01/21/2011, 01/21/2011,CLOSED,407 S FOURTH ST,"1,012,149.00","1,255,234.00"
3840 ,Snow & Ice mailbox repair, 01/21/2011, 02/16/2011,CLOSED,4306 CURTIS MEADOW DR,"988,837.00","1,249,140.00"
3841 ,Snow & Ice mailbox repair, 01/21/2011, 04/18/2011,CLOSED,1011 WESTLAWN AVE,"1,001,513.00","1,252,261.00"
3842 ,Pick up dead animal(s), 01/21/2011, 01/21/2011,CLOSED,W BRADLEY AVE / N ELM ST,"1,007,500.00","1,260,250.00"
3843 ,Sewer backup, 01/21/2011, 01/21/2011,CLOSED,419 N NEIL ST,"1,009,307.00","1,257,611.00"
3844 ,Signal not cycling properly, 01/21/2011, 01/25/2011,CLOSED,W CHURCH ST / N MATTIS AVE,"1,000,038.00","1,257,055.00"
3845 ,Snow & Ice mailbox repair, 01/21/2011, 04/18/2011,CLOSED,3201 YORK DR,"993,816.00","1,254,062.00"
3846 ,Pothole repair, 01/21/2011, 02/06/2011,CLOSED,S NEIL ST / W WINDSOR RD,"1,008,444.00","1,244,359.00"
3847 ,Signal not cycling properly, 01/23/2011, 03/14/2011,CLOSED,N MATTIS AVE / GLENN PARK DR,"1,000,035.00","1,257,503.00"
3848 ,Setup for City meetings/events, 01/23/2011, 02/11/2011,CLOSED,102 N NEIL ST,"1,009,517.00","1,256,347.00"
3849 ,Plumbing repair, 01/24/2011, 02/11/2011,CLOSED,82 E UNIVERSITY AVE,"1,010,563.00","1,256,413.00"
3850 ,Traffic signal that has lost power or is flashing, 01/24/2011, 03/14/2011,CLOSED,N MATTIS AVE / GLENN PARK DR,"1,000,035.00","1,257,503.00"
3851 ,Request to repair or replace a stop sign, 01/24/2011, 01/25/2011,CLOSED,N NEIL ST / INTERSTATE DR,"1,007,944.00","1,268,245.00"
3852 ,Request to repair a streetlight, 01/24/2011, 01/26/2011,CLOSED,402 W MARKETVIEW DR,"1,007,908.00","1,264,072.00"
3853 ,Miscellaneous sewer call, 01/24/2011, 01/27/2011,CLOSED,3308 SUMMERVIEW LN,"993,125.00","1,243,873.00"
3854 ,Request to repair a streetlight, 01/24/2011, 01/26/2011,CLOSED,402 W MARKETVIEW DR,"1,007,908.00","1,264,072.00"
3855 ,Pothole repair, 01/24/2011, 02/06/2011,CLOSED,S PROSPECT AVE / W HEALEY ST,"1,005,377.00","1,254,605.00"
3856 ,Snow & Ice mailbox repair, 01/24/2011, 02/16/2011,CLOSED,2507 CRYSTAL TREE DR,"997,344.00","1,240,512.00"
3857 ,Tree inspection, 01/24/2011, 01/25/2011,CLOSED,806 FAIROAKS DR,"994,636.00","1,253,261.00"
3858 ,Misc. request/problem involving City facilities, 01/24/2011, 02/11/2011,CLOSED,102 N NEIL ST,"1,009,517.00","1,256,347.00"
3859 ,Snow & Ice mailbox repair, 01/24/2011, 02/16/2011,CLOSED,2701 SOUTHWOOD DR,"996,083.00","1,247,815.00"
3860 ,Signal not cycling properly, 01/24/2011, 01/25/2011,CLOSED,W BRADLEY AVE / CLAYTON BLVD,"997,247.00","1,260,366.00"
3861 ,Pothole repair, 01/24/2011, 02/06/2011,CLOSED,2300 S PROSPECT AVE,"1,005,473.00","1,244,375.00"
3862 ,Slick street, 01/25/2011, 01/25/2011,CLOSED,2700 ROBESON PARK DR,"997,326.00","1,246,457.00"
3863 ,Pick up furniture, 01/25/2011, 01/27/2011,CLOSED,615 BONNYMEADE DR,"992,408.00","1,253,889.00"
3864 ,Plow request, 01/25/2011, 01/25/2011,CLOSED,3506 CYPRESS CREEK RD,"996,089.00","1,239,750.00"
3865 ,Sewer backup, 01/25/2011, 01/25/2011,CLOSED,1611 WILLIAMSBURG DR,"1,000,737.00","1,261,606.00"
3866 ,Sewer backup, 01/25/2011, 01/27/2011,CLOSED,1301 CARVER DR,"1,013,510.00","1,260,820.00"
3867 ,Sinkhole repair, 01/25/2011, 01/28/2011,CLOSED,CHESTER ST / S WATER ST,"1,010,470.00","1,256,111.00"
3868 ,Report of odors within City buildings, 01/25/2011, 02/04/2011,CLOSED,102 N NEIL ST,"1,006,489.00","1,262,003.00"
3869 ,Pothole repair, 01/25/2011, 02/06/2011,CLOSED,902 N RANDOLPH ST,"1,009,046.00","1,259,296.00"
3870 ,Pothole repair, 01/25/2011, 02/15/2011,CLOSED,SUMMIT RIDGE RD / WILLIAMSBURG DR,"1,000,900.00","1,261,649.00"
3871 ,Sewer backup, 01/25/2011, 01/28/2011,CLOSED,1003 S OAK ST,"1,009,868.00","1,252,616.00"
3872 ,Pothole repair, 01/25/2011, 02/06/2011,CLOSED,1400 N HARRIS AVE,"1,006,658.00","1,261,304.00"
3873 ,Grinding down bumps on pavement, 01/26/2011, 07/13/2011,CLOSED,EISNER DR / N MARKET ST,"1,010,633.00","1,264,816.00"
3874 ,Sewer backup, 01/26/2011, 01/28/2011,CLOSED,108 N DRAPER AVE,"1,001,936.00","1,256,564.00"
3875 ,Slick street, 01/26/2011, 01/26/2011,CLOSED,2606 WILLOUGHBY RD,"996,775.00","1,242,591.00"
3876 ,Slick street, 01/26/2011, 01/26/2011,CLOSED,COBBLESTONE WAY / BOULDER RIDGE DR,"992,221.00","1,261,774.00"
3877 ,Pothole repair, 01/26/2011, 02/06/2011,CLOSED,DEVONSHIRE DR / ROBERT DR,"1,002,969.00","1,246,575.00"
3878 ,Clean up from accident, 01/26/2011, 01/27/2011,CLOSED,N MARKET ST / E BRADLEY AVE,"1,010,682.00","1,260,275.00"
3879 ,Pick up miscellaneous debris, 01/26/2011, 01/27/2011,CLOSED,S STATE ST / W UNIVERSITY AVE,"1,008,450.00","1,256,268.00"
3880 ,Pick up dead animal(s), 01/27/2011, 01/28/2011,CLOSED,801 W JOHN ST,"1,005,905.00","1,253,615.00"
3881 ,Pick up abandoned bicycle(s), 01/27/2011, 01/28/2011,CLOSED,2139 IVY CT,"999,965.00","1,245,954.00"
3882 ,Pothole repair, 01/27/2011, 02/06/2011,CLOSED,KENWOOD RD / W SPRINGFIELD AVE,"997,465.00","1,255,048.00"
3883 ,Pothole repair, 01/27/2011, 02/06/2011,CLOSED,KENWOOD RD / W JOHN ST,"997,479.00","1,253,720.00"
3884 ,Pothole repair, 01/27/2011, 02/22/2011,CLOSED,1207 Northwood Dr N,"1,003,116.14","1,260,723.20"
3885 ,Lights out in/on City properties, 01/27/2011, 03/28/2011,CLOSED,702 EDGEBROOK DR,"1,006,489.00","1,262,003.00"
3886 ,Pothole repair, 01/27/2011, 02/06/2011,CLOSED,S FIRST ST / E UNIVERSITY AVE,"1,010,705.00","1,256,301.00"
3887 ,Misc. request/problem involving City facilities, 01/27/2011, 02/21/2011,CLOSED,102 N NEIL ST,"1,009,517.00","1,256,347.00"
3888 ,Slick street, 01/27/2011, 01/27/2011,CLOSED,3500 CYPRESS CREEK RD,"996,119.00","1,239,418.00"
3889 ,Slick street, 01/27/2011, 01/27/2011,CLOSED,3500 MILL CREEK CT,"995,593.00","1,239,452.00"
3890 ,Misc. request/problem involving City facilities, 01/27/2011, 02/21/2011,CLOSED,82 E UNIVERSITY AVE,"1,010,563.00","1,256,413.00"
3891 ,Sewer backup, 01/27/2011, 01/27/2011,CLOSED,1611 WILLIAMSBURG DR,"1,000,737.00","1,261,606.00"
3892 ,Plow request, 01/27/2011, 01/27/2011,CLOSED,1207 Northwood Dr N,"1,003,116.14","1,260,723.20"
3893 ,Misc. request/problem involving City facilities, 01/27/2011, 02/11/2011,CLOSED,102 N NEIL ST,"1,009,517.00","1,256,347.00"
